,name,gender,is_buy,amount,platform,sighup_days,history_times,history_amount,last_buy_date,today_search_times,last_day_search_times,sigh_up_days_last_week,last_buy_date_to_now,city,province
278,沈皓轩,male,1,198.9,adr,305,61,6215.9,2020/11/20,2,1,0,156,杭州,浙江
279,沈子涵,male,1,99.9,adr,30,30,7677,2021/4/11,2,1,0,14,中山,广东
280,沈一诺,male,1,170.9,ios,35,5,354.5,2021/4/20,3,2,0,5,南京,江苏
281,沈宇航,male,1,191.9,adr,520,65,1618.5,2021/3/5,3,2,0,51,柳州,广西
282,沈昊然,male,1,3.9,adr,0,0,0,2021/4/25,3,0,0,0,景德镇,江西
283,沈一鸣,male,1,123.9,ios,69,23,871.7,2021/4/9,1,0,0,16,晋城,山西
284,沈子宸,male,1,25.9,ios,72,9,71.1,2021/3/21,3,3,0,35,秦皇岛,河北
285,沈子豪,male,1,106.9,adr,234,26,2337.4,2021/3/2,1,0,0,54,晋城,山西
286,沈明轩,male,1,61.9,adr,0,0,0,2021/4/25,2,1,3,0,阳泉,山西
287,沈致远,male,1,58.9,adr,65,13,5120.7,2021/4/11,1,1,0,14,重庆,重庆
288,沈俊熙,male,1,97.9,adr,114,19,3608.1,2021/2/19,2,1,0,65,广州,广东
289,沈天佑,male,1,135.9,ios,15,15,988.5,2021/4/22,2,2,2,3,郑州,河南
290,沈睿,male,1,157.9,adr,344,43,4295.7,2020/7/17,2,1,0,282,亳州,安徽
291,沈子睿,male,1,55.9,adr,96,16,910.4,2021/2/27,3,1,0,57,重庆,重庆
292,沈宇轩,male,1,71.9,adr,24,4,195.6,2021/4/1,3,2,0,24,十堰,湖北
293,沈致远,male,1,24.9,ios,16,4,1139.6,2021/4/9,2,1,0,16,铜仁,贵州
294,韩伟,male,1,15.9,adr,6,6,563.4,2021/4/21,1,0,1,4,庆阳,甘肃
295,韩明,male,1,15.9,ios,0,0,0,2021/4/25,3,2,1,0,天津,天津
296,韩军,male,1,84.9,ios,21,21,1173.9,2021/4/7,1,0,0,18,吉林,吉林
297,韩子轩,male,1,68.9,adr,5,1,136.9,2021/4/25,3,1,5,0,宁德,福建
298,韩浩轩,male,1,141.9,adr,50,50,2495,2021/3/26,2,1,0,30,陇南,甘肃
299,韩皓轩,male,1,74.9,adr,138,23,963.7,2020/12/9,3,2,0,137,武威,甘肃
300,韩子涵,male,1,24.9,adr,28,7,706.3,2021/4/2,1,1,0,23,苏州,江苏
301,韩一诺,male,1,72.9,ios,55,11,1065.9,2021/3/31,1,0,0,25,梧州,广西
302,韩宇航,male,1,41.9,ios,8,1,30.9,2021/4/17,2,1,0,8,阳江,广东
303,韩昊然,male,1,30.9,adr,72,8,31.2,2021/3/24,2,1,0,32,嘉兴,浙江
304,韩一鸣,male,1,17.9,adr,10,5,134.5,2021/4/16,2,0,0,9,梅州,广东
305,韩子宸,male,1,51.9,adr,4,2,37.8,2021/4/24,2,1,3,1,石家庄,河北
306,韩子豪,male,1,0.9,adr,20,4,571.6,2021/4/8,3,2,0,17,三门峡,河南
307,韩明轩,male,1,17.9,ios,0,0,0,2021/4/25,4,2,3,0,平凉,甘肃
308,韩致远,male,1,67.9,ios,18,3,74.7,2021/4/24,3,2,0,1,资阳,四川
309,韩俊熙,male,1,96.9,adr,16,4,267.6,2021/4/17,4,2,0,8,大同,山西
310,韩天佑,male,1,19.9,ios,36,6,659.4,2021/4/17,2,2,0,8,青岛,山东
311,韩睿,male,1,204.9,ios,378,54,10092.6,2020/5/24,3,2,0,336,营口,辽宁
312,韩子睿,male,1,58.9,adr,10,10,1169,2021/4/16,1,1,0,9,廊坊,河北
313,韩宇轩,male,1,112.9,adr,88,11,482.9,2021/3/14,1,0,0,42,平顶山,河南
314,韩致远,male,1,20.9,ios,35,7,41.3,2021/4/15,1,0,0,10,上海,上海
315,杨伟,male,1,37.9,adr,72,12,322.8,2021/4/24,1,0,4,1,滨州,山东
316,杨明,male,1,64.9,adr,138,23,549.7,2020/12/30,2,1,0,116,陇南,甘肃
317,杨军,male,1,253.9,adr,25,5,54.5,2021/4/19,2,1,0,6,重庆,重庆
318,杨子轩,male,1,42.9,adr,70,10,99,2021/4/21,3,1,2,4,苏州,江苏
319,杨浩轩,male,1,49.9,ios,3,3,149.7,2021/4/25,2,2,4,0,淮南,安徽
320,杨皓轩,male,1,30.9,adr,27,9,1196.1,2021/4/10,2,1,0,15,重庆,重庆
321,杨子涵,male,1,142.9,adr,196,49,4454.1,2020/12/31,1,1,0,115,常德,湖南
322,杨一诺,male,1,44.9,adr,35,5,359.5,2021/4/8,2,1,0,17,新乡,河南
323,杨宇航,male,1,89.9,ios,124,31,957.9,2021/2/9,2,1,0,75,丹东,辽宁
324,杨昊然,male,1,11.9,adr,36,6,893.4,2021/4/24,3,1,3,1,鞍山,辽宁
325,杨一鸣,male,1,91.9,adr,33,33,5012.7,2021/4/9,2,1,0,16,广州,广东
326,杨子宸,male,1,37.9,ios,24,6,587.4,2021/4/17,3,2,0,8,苏州,江苏
327,杨子豪,male,1,37.9,adr,0,0,0,2021/4/25,2,1,1,0,芜湖,安徽
328,杨明轩,male,1,39.9,ios,56,14,320.6,2021/4/15,2,1,0,10,永州,湖南
329,杨致远,male,1,8.9,adr,0,0,0,2021/4/25,3,2,4,0,克拉玛依,新疆
330,杨俊熙,male,1,246.9,ios,144,48,12091.2,2021/1/16,4,3,0,99,铁岭,辽宁
331,杨天佑,male,1,23.9,adr,32,8,751.2,2021/4/12,2,1,0,13,长春,吉林
332,杨睿,male,1,84.9,ios,90,15,883.5,2021/2/27,3,1,0,57,来宾,广西
333,杨子睿,male,1,35.9,ios,64,8,1471.2,2021/4/17,3,2,0,8,郑州,河南
334,杨宇轩,male,1,11.9,ios,15,5,569.5,2021/4/18,3,2,0,7,景德镇,江西
335,杨致远,male,1,40.9,adr,84,12,1174.8,2021/4/22,3,1,3,3,宜宾,四川
336,朱伟,male,1,61.9,adr,95,19,891.1,2021/2/10,3,2,0,74,岳阳,湖南
337,朱明,male,1,1.9,adr,21,3,5.7,2021/4/24,2,1,4,1,深圳,广东
338,朱军,male,1,120.9,adr,144,24,3981.6,2021/4/21,1,0,1,4,阜阳,安徽
339,朱子轩,male,1,1.9,ios,14,2,669.8,2021/4/12,3,1,0,13,固原,宁夏
340,朱浩轩,male,1,265.9,ios,544,68,6997.2,2019/11/10,1,0,0,532,秦皇岛,河北
341,朱皓轩,male,1,281.9,ios,322,46,2295.4,2021/3/27,3,0,0,29,泰州,江苏
342,朱子涵,male,1,135.9,adr,405,45,10345.5,2020/4/14,1,0,0,376,沧州,河北
343,朱一诺,male,1,52.9,ios,6,1,197.9,2021/4/24,3,2,5,1,海南,青海
344,朱宇航,male,1,245.9,adr,0,0,0,2021/4/25,3,3,2,0,广元,四川
345,朱昊然,male,1,252.9,adr,14,7,216.3,2021/4/21,1,0,2,4,安顺,贵州
346,朱一鸣,male,1,19.9,adr,3,1,30.9,2021/4/25,4,3,0,0,广州,广东
347,朱子宸,male,1,174.9,adr,76,38,718.2,2021/3/6,2,1,0,50,和田,新疆
348,朱子豪,male,1,153.9,adr,56,28,697.2,2021/3/29,1,1,0,27,曲靖,云南
349,朱明轩,male,1,80.9,adr,88,22,2087.8,2021/3/3,3,1,0,53,西安,陕西
350,朱致远,male,1,10.9,ios,10,2,235.8,2021/4/15,5,4,0,10,河池,广西
351,朱俊熙,male,1,18.9,adr,25,5,1339.5,2021/4/17,3,1,0,8,滨州,山东
352,朱天佑,male,1,110.9,adr,54,18,1474.2,2021/3/22,2,0,0,34,威海,山东
353,朱睿,male,1,37.9,ios,18,6,137.4,2021/4/9,1,0,0,16,廊坊,河北
354,朱子睿,male,1,282.9,adr,48,8,815.2,2021/4/2,3,3,0,23,海口,海南
355,朱宇轩,male,1,109.9,ios,0,0,0,2021/4/25,4,2,2,0,青岛,山东
356,朱致远,male,1,13.9,ios,8,2,73.8,2021/4/21,2,1,0,4,商洛,陕西
357,秦伟,male,1,44.9,adr,39,13,674.7,2021/3/28,4,1,0,28,嘉兴,浙江
358,秦明,male,1,96.9,ios,264,33,2834.7,2021/2/2,4,3,0,82,烟台,山东
359,秦军,male,1,50.9,ios,30,6,197.4,2021/4/12,3,2,0,13,重庆,重庆
360,秦子轩,male,1,245.9,adr,258,43,38.7,2020/8/29,2,1,0,239,长春,吉林
361,秦浩轩,male,1,25.9,ios,0,0,0,2021/4/25,5,2,3,0,日照,山东
362,秦皓轩,male,1,171.9,adr,180,30,6417,2021/3/5,3,1,0,51,丽江,云南
363,秦子涵,male,1,54.9,adr,40,20,738,2021/4/18,2,1,0,7,苏州,江苏
364,秦一诺,male,1,46.9,ios,14,2,207.8,2021/4/14,2,1,0,11,柳州,广西
365,秦宇航,male,1,104.9,adr,30,15,613.5,2021/4/2,1,0,0,23,晋中,山西
366,秦昊然,male,1,96.9,ios,10,10,259,2021/4/21,3,1,1,4,哈密,新疆
367,秦一鸣,male,1,16.9,adr,5,5,354.5,2021/4/22,2,1,1,3,西安,陕西
368,秦子宸,male,1,86.9,ios,36,9,215.1,2021/3/25,3,2,0,31,固原,宁夏
369,秦子豪,male,1,30.9,ios,18,9,665.1,2021/4/21,1,0,1,4,南平,福建
370,秦明轩,male,1,34.9,adr,36,12,526.8,2021/4/8,3,1,0,17,张掖,甘肃
371,秦致远,male,1,113.9,adr,16,16,1246.4,2021/4/19,5,1,0,6,哈尔滨,黑龙江
372,秦俊熙,male,1,69.9,ios,216,24,381.6,2020/11/8,1,0,0,168,中卫,宁夏
373,秦天佑,male,1,112.9,ios,114,19,283.1,2021/4/18,2,1,0,7,九江,江西
374,秦睿,male,1,41.9,adr,6,1,108.9,2021/4/23,1,1,2,2,吕梁,山西
375,秦子睿,male,1,166.9,adr,189,27,1374.3,2021/3/27,2,1,0,29,贵阳,贵州
376,秦宇轩,male,1,227.9,adr,28,7,909.3,2021/4/5,3,1,0,20,白城,吉林
377,秦致远,male,1,15.9,adr,42,7,279.3,2021/4/24,2,1,0,1,天津,天津
378,尤伟,male,1,62.9,adr,45,15,1003.5,2021/4/21,1,0,0,4,白城,吉林
379,尤明,male,1,111.9,ios,35,7,2708.3,2021/4/4,4,2,0,21,温州,浙江
380,尤军,male,1,35.9,ios,25,5,164.5,2021/4/3,3,1,0,22,江门,广东
381,尤子轩,male,1,185.9,adr,416,52,1918.8,2021/3/23,1,1,0,33,青岛,山东
382,尤浩轩,male,1,31.9,adr,52,13,765.7,2021/4/24,2,1,5,1,阳泉,山西
383,尤皓轩,male,1,102.9,adr,58,29,1679.1,2021/4/13,2,1,0,12,北京,北京
384,尤子涵,male,1,101.9,adr,111,37,2956.3,2021/3/4,3,3,0,52,百色,广西
385,尤一诺,male,1,27.9,adr,12,2,227.8,2021/4/16,3,1,0,9,大庆,黑龙江
386,尤宇航,male,1,21.9,adr,8,1,54.9,2021/4/18,3,1,0,7,葫芦岛,辽宁
387,尤昊然,male,1,63.9,adr,135,15,103.5,2021/2/9,2,1,0,75,荆州,湖北
388,尤一鸣,male,1,63.9,ios,9,3,287.7,2021/4/17,3,1,0,8,郑州,河南
389,尤子宸,male,1,11.9,adr,8,2,57.8,2021/4/23,3,2,2,2,香港,香港
390,尤子豪,male,1,179.9,adr,312,52,2126.8,2020/10/30,3,1,0,177,通辽,内蒙古
391,尤明轩,male,1,19.9,adr,9,3,50.7,2021/4/24,2,1,2,1,广州,广东
392,尤致远,male,1,41.9,adr,24,6,1145.4,2021/4/17,3,2,0,8,吉林,吉林
393,尤俊熙,male,1,29.9,adr,40,10,1179,2021/4/1,1,1,0,24,武威,甘肃
394,尤天佑,male,1,13.9,adr,16,4,135.6,2021/4/17,1,0,0,8,广州,广东
395,尤睿,male,1,111.9,adr,126,21,8502.9,2021/4/7,1,1,0,18,深圳,广东
396,尤子睿,male,1,48.9,adr,35,7,482.3,2021/3/24,2,1,0,32,深圳,广东
397,尤宇轩,male,1,4.9,adr,6,1,29.9,2021/4/20,1,1,1,5,南京,江苏
398,尤致远,male,1,47.9,adr,40,10,189,2021/4/11,2,1,0,14,防城港,广西
399,许伟,male,1,80.9,adr,84,21,2055.9,2021/4/17,2,1,0,8,重庆,重庆
400,许明,male,1,40.9,adr,1,1,112.9,2021/4/24,1,0,0,1,济源,河南
401,许军,male,1,123.9,adr,78,26,1557.4,2021/4/6,1,0,0,19,广州,广东
402,许子轩,male,1,18.9,adr,4,2,43.8,2021/4/23,2,1,3,2,巴彦淖尔,内蒙古
403,许浩轩,male,1,22.9,adr,6,3,404.7,2021/4/25,1,0,5,0,开封,河南
404,许皓轩,male,1,390.9,adr,648,72,928.8,2020/6/11,2,1,0,318,秦皇岛,河北
405,许子涵,male,1,5.9,ios,28,4,23.6,2021/4/5,1,0,0,20,孝感,湖北
406,许一诺,male,1,9.9,adr,27,3,71.7,2021/4/12,1,1,0,13,安康,陕西
407,许宇航,male,1,257.9,adr,176,88,11079.2,2020/11/24,2,2,0,152,潮州,广东
408,许昊然,male,1,191.9,ios,112,14,96.6,2021/3/28,3,1,0,28,重庆,重庆
409,许一鸣,male,1,311.9,ios,80,80,312,2021/2/12,2,1,0,72,上饶,江西
410,许子宸,male,1,59.9,ios,60,10,39,2021/3/30,1,1,0,26,哈密,新疆
411,许子豪,male,1,22.9,adr,21,7,972.3,2021/4/19,2,1,0,6,玉树,青海
412,许明轩,male,1,24.9,ios,12,6,65.4,2021/4/20,1,0,1,5,常州,江苏
413,许致远,male,1,58.9,ios,98,14,2322.6,2021/4/5,3,1,0,20,阳泉,山西
414,许俊熙,male,1,2.9,ios,4,2,167.8,2021/4/24,2,1,0,1,白城,吉林
415,许天佑,male,1,90.9,ios,128,32,1436.8,2021/4/11,3,2,0,14,哈尔滨,黑龙江
416,许睿,male,1,70.9,ios,56,7,545.3,2021/3/5,2,1,0,51,大兴安岭,黑龙江
417,许子睿,male,1,0.9,ios,16,2,25.8,2021/4/11,2,1,0,14,重庆,重庆
418,许宇轩,male,1,55.9,adr,0,0,0,2021/4/25,3,1,2,0,遂宁,四川
419,许致远,male,1,27.9,adr,21,3,44.7,2021/4/12,3,2,0,13,金华,浙江
420,何伟,male,1,74.9,ios,66,11,152.9,2021/4/13,1,0,0,12,张掖,甘肃
421,何明,male,1,5.9,ios,4,2,65.8,2021/4/25,3,1,1,0,韶关,广东
422,何军,male,1,17.9,adr,6,3,101.7,2021/4/22,1,0,3,3,遂宁,四川
423,何子轩,male,1,10.9,adr,2,1,15.9,2021/4/25,2,1,2,0,深圳,广东
424,何浩轩,male,1,108.9,adr,54,27,1563.3,2021/4/8,1,0,0,17,潜江,湖北
425,何皓轩,male,1,174.9,adr,162,18,304.2,2020/11/24,2,1,0,152,赤峰,内蒙古
426,何子涵,male,1,76.9,adr,120,20,1478,2021/4/22,2,1,0,3,盐城,江苏
427,何一诺,male,1,32.9,ios,36,6,161.4,2021/4/7,3,2,0,18,漯河,河南
428,何宇航,male,1,40.9,adr,15,3,473.7,2021/4/25,4,2,0,0,唐山,河北
429,何昊然,male,1,33.9,ios,39,13,1454.7,2021/4/23,1,1,0,2,哈尔滨,黑龙江
430,何一鸣,male,1,8.9,adr,6,6,1685.4,2021/4/19,2,1,0,6,张家口,河北
431,何子宸,male,1,51.9,adr,80,10,2649,2021/3/13,3,1,0,43,秦皇岛,河北
432,何子豪,male,1,73.9,adr,92,23,66.7,2021/3/29,2,1,0,27,延安,陕西
433,何明轩,male,1,210.9,ios,360,60,9474,2020/10/31,4,3,0,176,淄博,山东
434,何致远,male,1,208.9,ios,176,22,393.8,2021/1/19,2,1,0,96,阿克苏,新疆
435,何俊熙,male,1,22.9,adr,40,10,379,2021/3/29,2,1,0,27,厦门,福建
436,何天佑,male,1,118.9,adr,33,33,788.7,2021/4/6,3,3,0,19,牡丹江,黑龙江
437,何睿,male,1,136.9,adr,140,20,2858,2021/2/9,2,1,0,75,益阳,湖南
438,何子睿,male,1,124.9,adr,80,16,734.4,2021/3/25,3,1,0,31,荆州,湖北
439,何宇轩,male,1,25.9,ios,0,0,0,2021/4/25,4,2,0,0,桂林,广西
440,何致远,male,1,37.9,adr,0,0,0,2021/4/25,3,2,0,0,青岛,山东
441,吕伟,male,1,48.9,adr,45,9,206.1,2021/3/25,2,1,0,31,西安,陕西
442,吕明,male,1,65.9,adr,10,5,59.5,2021/4/20,1,0,1,5,石家庄,河北
443,吕军,male,1,102.9,adr,144,36,824.4,2021/4/10,3,2,0,15,抚州,江西
444,吕子轩,male,1,1.9,adr,3,1,206.9,2021/4/22,1,1,2,3,巴彦淖尔,内蒙古
445,吕浩轩,male,1,55.9,ios,18,2,199.8,2021/4/13,4,3,0,12,天津,天津
446,吕皓轩,male,1,17.9,adr,63,9,665.1,2021/4/2,1,1,0,23,杭州,浙江
447,吕子涵,male,1,14.9,adr,0,0,0,2021/4/25,4,1,0,0,烟台,山东
448,吕一诺,male,1,108.9,ios,24,3,464.7,2021/4/6,3,2,0,19,宣城,安徽
449,吕宇航,male,1,115.9,adr,36,9,917.1,2021/4/19,2,1,0,6,马鞍山,安徽
450,吕昊然,male,1,150.9,adr,40,10,59,2021/4/12,2,1,0,13,乐山,四川
451,吕一鸣,male,1,10.9,adr,20,4,11.6,2021/4/9,2,1,0,16,上海,上海
452,吕子宸,male,1,53.9,adr,135,15,1723.5,2021/3/15,2,1,0,41,昆明,云南
453,吕子豪,male,1,96.9,adr,256,32,7900.8,2021/1/21,3,2,0,94,潮州,广东
454,吕明轩,male,1,44.9,adr,12,2,17.8,2021/4/21,3,1,1,4,锦州,辽宁
455,吕致远,male,1,12.9,adr,21,7,3520.3,2021/4/11,3,2,0,14,阿里,西藏
456,吕俊熙,male,1,98.9,adr,36,36,2588.4,2021/3/30,2,1,0,26,武汉,湖北
457,吕天佑,male,1,1.9,adr,0,0,0,2021/4/25,2,2,3,0,保定,河北
458,吕睿,male,1,206.9,adr,26,26,881.4,2021/4/12,4,2,0,13,铁岭,辽宁
459,吕子睿,male,1,39.9,adr,2,1,44.9,2021/4/23,2,1,2,2,南平,福建
460,吕宇轩,male,1,126.9,ios,144,16,638.4,2021/4/5,2,2,0,20,宜春,江西
461,吕致远,male,1,98.9,ios,36,6,899.4,2021/4/10,2,1,0,15,驻马店,河南
462,施伟,male,1,327.9,adr,525,105,1144.5,2020/5/30,4,3,0,330,厦门,福建
463,施明,male,1,193.9,adr,441,63,2450.7,2020/11/30,3,2,0,146,定西,甘肃
464,施军,male,1,3.9,adr,8,1,6.9,2021/4/20,2,1,0,5,广州,广东
465,施子轩,male,1,38.9,adr,16,16,2526.4,2021/4/9,2,1,0,16,沈阳,辽宁
466,施浩轩,male,1,157.9,ios,275,55,1699.5,2020/10/5,6,3,0,202,鄂尔多斯,内蒙古
467,施皓轩,male,1,111.9,adr,8,1,60.9,2021/4/21,1,0,0,4,沈阳,辽宁
468,施子涵,male,1,169.9,adr,75,25,347.5,2021/3/29,2,1,0,27,果洛,青海
469,施一诺,male,1,4.9,ios,2,1,177.9,2021/4/24,3,1,4,1,成都,四川
470,施宇航,male,1,209.9,adr,99,11,394.9,2021/1/24,3,1,0,91,镇江,江苏
471,施昊然,male,1,265.9,adr,63,7,307.3,2021/3/16,1,0,0,40,德州,山东
472,施一鸣,male,1,4.9,adr,24,3,92.7,2021/4/20,3,2,1,5,大同,山西
473,施子宸,male,1,70.9,adr,16,16,1390.4,2021/4/10,1,0,0,15,湖州,浙江
474,施子豪,male,1,75.9,adr,4,2,143.8,2021/4/23,3,1,4,2,德宏,云南
475,施明轩,male,1,11.9,adr,54,6,113.4,2021/3/13,3,2,0,43,南京,江苏
476,施致远,male,1,48.9,ios,42,7,1931.3,2021/4/21,2,1,0,4,哈尔滨,黑龙江
477,施俊熙,male,1,251.9,adr,455,65,17088.5,2020/6/23,3,1,0,306,香港,香港
478,施天佑,male,1,190.9,adr,42,21,2202.9,2021/3/25,2,1,0,31,黔西南,贵州
479,施睿,male,1,131.9,ios,259,37,8173.3,2020/10/10,2,0,0,197,南京,江苏
480,施子睿,male,1,67.9,adr,128,16,110.4,2021/4/21,4,3,2,4,佳木斯,黑龙江
481,施宇轩,male,1,19.9,adr,20,4,103.6,2021/4/8,3,1,0,17,随州,湖北
482,施致远,male,1,44.9,ios,20,5,74.5,2021/4/7,5,3,0,18,盐城,江苏
483,张伟,male,1,76.9,adr,58,29,1157.1,2021/3/5,2,1,0,51,阿勒泰,新疆
484,张明,male,1,71.9,ios,54,9,449.1,2021/3/4,2,1,0,52,伊春,黑龙江
485,张军,male,1,78.9,adr,64,16,1582.4,2021/2/26,2,1,0,58,张家口,河北
486,张子轩,male,1,83.9,adr,144,16,46.4,2021/1/21,2,1,0,94,抚州,江西
487,张浩轩,male,1,49.9,adr,0,0,0,2021/4/25,3,2,5,0,长治,山西
488,张皓轩,male,1,150.9,adr,100,20,4778,2021/4/1,2,1,0,24,衡阳,湖南
489,张子涵,male,1,61.9,adr,21,21,2454.9,2021/4/8,3,1,0,17,广安,四川
490,张一诺,male,1,39.9,adr,42,14,2168.6,2021/4/9,1,1,0,16,西宁,青海
491,张宇航,male,1,88.9,adr,200,25,2022.5,2021/1/18,1,0,0,97,东莞,广东
492,张昊然,male,1,9.9,adr,36,4,479.6,2021/3/31,2,1,0,25,阿勒泰,新疆
493,张一鸣,male,1,199.9,adr,13,13,1571.7,2021/4/16,3,2,0,9,汕头,广东
494,张子宸,male,1,49.9,adr,0,0,0,2021/4/25,5,3,1,0,普洱,云南
495,张子豪,male,1,100.9,adr,185,37,1069.3,2021/1/12,1,1,0,103,韶关,广东
496,张明轩,male,1,9.9,adr,0,0,0,2021/4/25,2,1,6,0,广元,四川
497,张致远,male,1,51.9,ios,64,8,927.2,2021/3/21,2,1,0,35,银川,宁夏
498,张俊熙,male,1,68.9,adr,60,10,2649,2021/3/25,2,1,0,31,广州,广东
499,张天佑,male,1,112.9,ios,35,7,153.3,2021/4/2,1,1,0,23,濮阳,河南
500,张睿,male,1,59.9,ios,35,5,94.5,2021/4/1,1,1,0,24,重庆,重庆
501,张子睿,male,1,14.9,adr,36,4,219.6,2021/4/4,5,3,0,21,湘西,湖南
502,张宇轩,male,1,1.9,ios,4,1,34.9,2021/4/24,2,1,4,1,自贡,四川
503,张致远,male,1,159.9,adr,40,20,218,2021/4/10,2,1,0,15,宿迁,江苏
504,孔伟,male,1,75.9,adr,84,14,2070.6,2021/3/16,1,1,0,40,酒泉,甘肃
505,孔明,male,1,40.9,adr,24,12,442.8,2021/4/17,1,1,0,8,株洲,湖南
506,孔军,male,1,53.9,adr,171,19,492.1,2020/11/21,4,2,0,155,雅安,四川
507,孔子轩,male,1,169.9,ios,36,36,3848.4,2021/4/4,2,1,0,21,邢台,河北
508,孔浩轩,male,1,7.9,ios,42,6,1079.4,2021/3/22,1,0,0,34,哈尔滨,黑龙江
509,孔皓轩,male,1,131.9,ios,92,46,2203.4,2021/1/23,3,1,0,92,广安,四川
510,孔子涵,male,1,93.9,adr,18,6,821.4,2021/4/20,2,1,1,5,铁岭,辽宁
511,孔一诺,male,1,154.9,adr,82,41,7826.9,2021/4/1,2,1,0,24,绍兴,浙江
512,孔宇航,male,1,84.9,ios,8,8,31.2,2021/4/19,2,1,0,6,沈阳,辽宁
513,孔昊然,male,1,30.9,ios,6,6,143.4,2021/4/25,3,1,6,0,海口,海南
514,孔一鸣,male,1,183.9,adr,135,45,15655.5,2021/3/20,3,1,0,36,赤峰,内蒙古
515,孔子宸,male,1,4.9,adr,4,2,729.8,2021/4/21,4,1,0,4,吴忠,宁夏
516,孔子豪,male,1,18.9,adr,0,0,0,2021/4/25,3,1,4,0,大连,辽宁
517,孔明轩,male,1,175.9,adr,12,12,394.8,2021/4/21,3,1,0,4,乌兰察布,内蒙古
518,孔致远,male,1,51.9,adr,70,14,446.6,2021/3/3,2,1,0,53,昌都,西藏
519,孔俊熙,male,1,98.9,ios,40,20,318,2021/4/11,1,0,0,14,台州,浙江
520,孔天佑,male,1,64.9,ios,18,9,197.1,2021/4/11,4,2,0,14,安康,陕西
521,孔睿,male,1,25.9,adr,12,3,293.7,2021/4/16,2,1,0,9,海口,海南
522,孔子睿,male,1,117.9,adr,80,10,2799,2021/2/14,2,1,0,70,菏泽,山东
523,孔宇轩,male,1,199.9,ios,152,19,1898.1,2021/3/17,2,1,0,39,杭州,浙江
524,孔致远,male,1,36.9,ios,12,12,166.8,2021/4/20,3,1,0,5,济宁,山东
525,曹伟,male,1,7.9,adr,6,6,305.4,2021/4/20,2,1,1,5,揭阳,广东
526,曹明,male,1,25.9,adr,49,7,916.3,2021/4/12,1,0,0,13,铜川,陕西
527,曹军,male,1,132.9,ios,37,37,144.3,2021/4/14,2,1,0,11,晋中,山西
528,曹子轩,male,1,37.9,adr,126,14,754.6,2021/2/10,3,2,0,74,郑州,河南
529,曹浩轩,male,1,217.9,adr,43,43,1801.7,2021/4/21,2,1,2,4,哈尔滨,黑龙江
530,曹皓轩,male,1,14.9,adr,16,2,145.8,2021/4/9,2,1,0,16,东莞,广东
531,曹子涵,male,1,310.9,ios,855,95,940.5,2020/7/18,3,1,0,281,大连,辽宁
532,曹一诺,male,1,207.9,adr,308,44,1887.6,2021/2/11,3,1,0,73,鄂州,湖北
533,曹宇航,male,1,60.9,adr,138,23,296.7,2020/12/19,2,1,0,127,马鞍山,安徽
534,曹昊然,male,1,72.9,adr,171,19,1860.1,2021/3/4,3,2,0,52,嘉峪关,甘肃
535,曹一鸣,male,1,40.9,adr,91,13,1012.7,2021/4/24,2,0,2,1,抚顺,辽宁
536,曹子宸,male,1,17.9,adr,30,6,857.4,2021/4/22,2,1,2,3,张家口,河北
537,曹子豪,male,1,23.9,adr,20,4,103.6,2021/4/11,3,2,0,14,吴忠,宁夏
538,曹明轩,male,1,2.9,adr,4,2,445.8,2021/4/21,1,0,0,4,崇左,广西
539,曹致远,male,1,96.9,ios,84,12,934.8,2021/3/20,2,1,0,36,杭州,浙江
540,曹俊熙,male,1,39.9,adr,96,16,654.4,2021/3/10,1,1,0,46,邢台,河北
541,曹天佑,male,1,34.9,adr,13,13,1402.7,2021/4/15,2,1,0,10,营口,辽宁
542,曹睿,male,1,59.9,ios,110,22,151.8,2021/1/31,5,3,0,84,遵义,贵州
543,曹子睿,male,1,32.9,ios,48,12,322.8,2021/3/28,3,1,0,28,恩施,湖北
544,曹宇轩,male,1,10.9,adr,5,1,97.9,2021/4/24,1,0,3,1,景德镇,江西
545,曹致远,male,1,19.9,adr,27,9,287.1,2021/4/12,3,1,0,13,秦皇岛,河北
546,严伟,male,1,30.9,adr,14,14,446.6,2021/4/23,1,0,1,2,巴音郭楞,新疆
547,严明,male,1,64.9,adr,96,16,654.4,2021/2/7,2,1,0,77,中山,广东
548,严军,male,1,127.9,adr,24,12,2578.8,2021/4/17,3,1,0,8,本溪,辽宁
549,严子轩,male,1,45.9,adr,3,3,299.7,2021/4/24,3,1,2,1,重庆,重庆
550,严浩轩,male,1,168.9,adr,342,57,6948.3,2021/1/26,1,0,0,89,赣州,江西
551,严皓轩,male,1,3.9,adr,20,4,203.6,2021/4/7,2,1,0,18,阿克苏,新疆
552,严子涵,male,1,40.9,adr,65,13,4899.7,2021/4/6,3,2,0,19,孝感,湖北
553,严一诺,male,1,15.9,adr,0,0,0,2021/4/25,2,1,2,0,鹰潭,江西
554,严宇航,male,1,125.9,ios,105,21,963.9,2021/1/19,1,0,0,96,绥化,黑龙江
555,严昊然,male,1,18.9,adr,0,0,0,2021/4/25,2,0,5,0,上海,上海
556,严一鸣,male,1,351.9,ios,80,40,2356,2021/3/26,1,1,0,30,大庆,黑龙江
557,严子宸,male,1,56.9,adr,6,1,72.9,2021/4/22,3,1,0,3,北京,北京
